sao	const	StarName	Mag	BV	MK	RA	DE	Distance	DblSep	DblPeriod	DblPA	VarName	VarType	PmRa	PmDec	ProperName	HIP	IAU	HD	DM	HR	WDS	PPM	SKY2K
123335	Oph		9.180	1.231		18h17'55.4740''	+3º7'57.547''	333.33						.00020	-.0079			J181755.47+030757.5	168072	BD+03 3661 			165561	18170197
123336	Oph		8.620	.357		18h17'58.3000''	+3º28'47.703''	241.55						.00000	.0030			J181758.30+032847.7	168071	BD+03 3662 			165562	18170206
123337	Oph		9.650	.755		18h18'5.8840''	+0º51'8.928''	69.01						-.00740	-.0530			J181805.88+005108.9		BD+00 3910 			165566	18180022
123338	Oph		9.040	1.791		18h18'8.7419''	+4º27'10.157''	1041.67						-.00120	-.0180			J181808.74+042710.1		BD+04 3692 			165568	18180040
123339	Oph		9.070	.275		18h18'15.8507''	+2º38'31.374''	1111.11						.00006	-.0060			J181815.85+023831.3	168156	BD+02 3557 			165572	18180053
123340	Oph		10.140	.680		18h18'17.0629''	+8º38'18.777''	64.60						.00045	-.0087			J181817.06+083818.7		BD+08 3640 			165573	18180055
123342	Oph		9.150	1.183		18h18'22.3524''	+7º15'55.028''	340.14	1.200		115			-.00022	.0032			J181822.35+071555.0		BD+07 3624 			165574	18180076
103584	Oph		6.760	.016		18h18'24.5398''	+12º58'49.551''	1248.44						-.00010	-.0002		89700	J181824.53+125849.5	168271	BD+12 3461 			134528	18180085
123341	Oph		7.840	1.015		18h18'26.5478''	+2º57'40.161''	821.02						.00047	-.0026		89702	J181826.54+025740.1	168203	BD+02 3559 			165578	18180091
123344	Oph		8.660	1.665		18h18'27.4771''	+8º37'39.708''	100.10						.00019	.0033			J181827.47+083739.7		BD+08 3642 			165579	18180093
123343	Oph		7.510	.034		18h18'28.1599''	+5º8'6.882''	1243.78						-.00074	-.0153		89705	J181828.15+050806.8	168202	BD+05 3685 			165580	18180096
123345	Oph		9.250	.296		18h18'32.8914''	+4º50'6.547''	529.10						-.00007	-.0034			J181832.89+045006.5	168223	BD+04 3696 			165581	18180115
123346	Oph		8.460	1.093		18h18'35.3046''	+4º9'43.962''	881.83						.00009	-.0024		89718	J181835.30+040943.9	168224	BD+04 3697 			165583	18180125
123347	Oph		8.710	.412		18h18'39.4610''	+0º45'12.488''	1041.67						-.00034	-.0321			J181839.46+004512.4	168225	BD+00 3913 			165585	18180142
123348	Oph		8.870	.971		18h18'46.6765''	+6º1'44.322''	210.97						.00016	.0040			J181846.67+060144.3	168296	BD+05 3687 			165587	18180166
123349	Oph		9.060	1.686		18h18'54.4069''	+6º15'10.535''	245.10						-.00006	-.0086			J181854.40+061510.5		BD+06 3691 			165589	18180195
123352	Oph		8.770	.326		18h19'5.5414''	+8º33'37.110''	2564.10						.00008	-.0066			J181905.54+083337.1	168412	BD+08 3648 			165595	18190028
103602	Oph		7.101	-.054		18h19'5.9906''	+12º11'35.919''	6666.67						.00000	-.0081		89767	J181905.99+121135.9	168431	BD+12 3467 			134553	18190030
123351	Oph		9.560	.191		18h19'6.3159''	+3º12'0.417''	90.09						.00007	.0001			J181906.31+031200.4	168345	BD+03 3668 			165596	18190031
123350	Oph		9.380	.414		18h19'6.4877''	+1º26'34.730''	542.01						-.00038	-.0547		89768	J181906.48+012634.7	168346	BD+01 3647 			165597	18190032
123356	Oph		10.620	1.043		18h19'17.6694''	+7º49'17.042''	225.23						.00040	.0043			J181917.66+074917.0		BD+07 3630 			165602	18190225
123354	Oph		8.750	.151		18h19'21.9532''	+3º16'23.936''	529.10						.00016	-.0046			J181921.95+031623.9	168388	BD+03 3670 			165605	18190068
123355	Oph		7.930	1.950		18h19'25.6869''	+0º50'31.004''	1610.31						.00075	-.0014		89789	J181925.68+005031.0	168413	BD+00 3918 			165606	18190077
123358	Oph		9.200	1.009		18h19'28.1434''	+6º18'21.780''	114.16						-.00009	-.0040			J181928.14+061821.7		BD+06 3697 			165608	18190090
123357	Oph		8.940	.593		18h19'29.1873''	+5º21'53.777''	90.09						-.00098	-.0190			J181929.18+052153.7	168441	BD+05 3690 			165609	18190098
123359	Oph		9.660	.523		18h19'30.2471''	+7º10'30.655''	362.32						-.00090	.0314			J181930.24+071030.6		BD+07 3631 			165610	18190102
123360	Oph		9.420	.348		18h19'32.7394''	+7º44'11.909''	216.45						.00020	.0050			J181932.73+074411.9	168483	BD+07 3632 			165611	18190109
123361	Oph		9.880	.665		18h19'40.7919''	+2º7'4.646''	173.61	8.500		35			-.00340	.0520			J181940.79+020704.6	168458	BD+02 3562 		18197+0207	165613	18190133
123362	Oph		8.720	.509		18h19'42.4059''	+5º2'52.354''	456.62						.00130	-.0075			J181942.40+050252.3	168484	BD+04 3701 			165615	18190145
123363	Oph		10.670	.084		18h19'43.7211''	+7º21'26.589''	246.91						.00025	-.0010			J181943.72+072126.5		BD+07 3634 			165616	18190152
123365	Oph		8.170	.617		18h19'54.0391''	+4º29'7.305''	383.14						.00130	-.1180			J181954.03+042907.3	168500	BD+04 3702 			165617	18190192
123364	Oph		9.420	.462		18h19'54.2092''	+2º40'54.060''	243.31						.00098	-.0168			J181954.20+024054.0	168503	BD+02 3564 			165618	18190193
123366	Oph		8.260	.107		18h19'55.4276''	+4º21'14.256''	1430.62						.00027	.0032		89833	J181955.42+042114.2	168501	BD+04 3703 			165619	18190199
123368	Oph		9.970	.998		18h19'57.1089''	+7º44'41.407''	86.13						.00154	-.0023			J181957.10+074441.4		BD+07 3636 			165621	18190207
123367	Oph		8.320	.416		18h19'57.4324''	+3º33'51.964''	311.53						.00019	-.0081			J181957.43+033351.9	168502	BD+03 3674 			165622	18190208
123370	Oph		8.240	1.618		18h20'11.6956''	+7º4'8.735''	1388.89						-.00088	-.0084			J182011.69+070408.7	168579	BD+07 3638 			165625	18200049
123369	Oph		9.390	1.884		18h20'14.1793''	+2º13'12.351''	260.42						.00035	-.0092			J182014.17+021312.3		BD+02 3566 			165628	18200058
123371	Oph		8.270	.060		18h20'22.9619''	+6º32'39.230''	1406.47						.00082	.0024		89875	J182022.96+063239.2	168606	BD+06 3701 			165630	18200099
123372	Oph		9.200	1.107		18h20'27.2655''	+6º17'47.439''	137.74						-.00045	.0073			J182027.26+061747.4		BD+06 3702 			165632	18200108
123373	Oph		9.370	.640		18h20'41.2575''	+3º23'9.698''	2222.22						.00040	-.0180			J182041.25+032309.6		BD+03 3678 			165638	18200158
123378	Oph		8.370	1.000		18h20'47.0624''	+9º2'25.121''	101.32						-.00007	.0026			J182047.06+090225.1	168698	BD+08 3653 			165639	18200176
123376	Oph		9.720	1.373	M5e	18h20'47.9181''	+5º56'12.714''	88.65						.00070	.0041			J182047.91+055612.7		BD+05 3700 			165640	18200181
123375	Oph		8.340	1.510		18h20'48.9010''	+3º8'27.062''	1515.15						.00205	.0060			J182048.90+030827.0	168657	BD+03 3679 			165641	18200185
123374	Oph		9.210	1.730		18h20'49.0908''	+2º49'15.181''	157.23						-.00038	-.0219			J182049.09+024915.1		BD+02 3569 			165642	18200187
123379	Oph		8.740	.989		18h20'55.9913''	+5º55'36.576''	789.89						-.00011	.0005		89923	J182055.99+055536.5	168699	BD+05 3702 			165646	18200212
123381	Oph		8.090	.230		18h21'0.7463''	+8º37'42.259''	591.02						.00139	.0089		89934	J182100.74+083742.2	168761	BD+08 3654 			165650	18210007
123380	Oph		9.220	1.880		18h21'3.6415''	+2º38'2.299''	1468.43						.00006	.0193			J182103.64+023802.2		BD+02 3572 			165651	18210016
123383	Oph		7.920	1.399		18h21'16.4625''	+6º48'53.720''	520.83						-.00110	-.0170			J182116.46+064853.7	168778	BD+06 3704 			165656	18210063
123384	Oph		9.730	1.063		18h21'17.9639''	+6º30'39.044''	169.20						.00060	.0026			J182117.96+063039.0		BD+06 3705 			165658	18210066
123386	Oph		9.890	.482		18h21'34.0542''	+7º8'50.875''	97.47						.00018	.0002			J182134.05+070850.8		BD+07 3649 			165662	18210125
123389	Oph		9.420	.553		18h21'40.0401''	+9º1'49.026''	1001.00						.00000	.0043			J182140.04+090149.0		BD+08 3658 			165664	18210145
123388	Oph		9.580	.445		18h21'41.7439''	+7º3'45.477''	444.44						-.00124	-.0203			J182141.74+070345.4		BD+07 3651 			165666	18210151
123390	Oph		8.570	1.074		18h21'41.9941''	+7º24'31.706''	505.05						.00005	.0104			J182141.99+072431.7	168876	BD+07 3652 			165667	18210152
123395	Oph		8.840	1.116		18h22'6.6570''	+7º8'25.318''	210.97						-.00101	-.0047			J182206.65+070825.3		BD+07 3654 			165677	18220022
123394	Oph		9.080	.331		18h22'8.5357''	+4º28'15.150''	803.21						.00028	-.0105		90022	J182208.53+042815.1	168931	BD+04 3717 			165680	18220033
123396	Oph		9.620	.171		18h22'16.8393''	+4º28'39.728''	294.99						-.00022	-.0026			J182216.83+042839.7	168961	BD+04 3718 			165682	18220058
123399	Oph		7.203	.548		18h22'18.0274''	+7º32'56.147''	232.29						-.00649	-.0528		90036	J182218.02+073256.1	169006	BD+07 3657 			165684	18220063
123398	Oph		8.970	.180		18h22'18.6547''	+3º53'25.864''	311.53						.00020	-.0003			J182218.65+035325.8	168962	BD+03 3687 			165685	18220068
123401	Oph		8.660	1.392		18h22'22.7981''	+6º31'13.497''	1449.28						.00130	-.0200			J182222.79+063113.4	169007	BD+06 3715 			165687	18220079
123402	Oph		8.160	.269		18h22'27.0111''	+7º13'34.690''	1013.17						-.00003	-.0015		90047	J182227.01+071334.6	169032	BD+07 3658 			165690	18220099
123405	Oph		9.200	.240		18h22'32.6970''	+7º38'10.580''	2450.98						-.00018	-.0036		90051	J182232.69+073810.5	169063	BD+07 3659 			165692	18220111
103648	Oph		5.980	.052	A2V	18h22'35.3185''	+12º1'46.847''	489.48						.00061	.0146		90052	J182235.31+120146.8	169111	BD+11 3442 	6883		134626	18220119
123406	Oph		9.260	.540		18h22'38.8092''	+8º35'31.017''	132.28						.00277	-.0270			J182238.80+083531.0		BD+08 3663 			165694	18220131
123407	Oph		9.610	1.182		18h22'41.2008''	+8º47'4.732''	59.84						.00016	-.0051			J182241.20+084704.7		BD+08 3664 			165696	18220142
123410	Oph		9.110	.980		18h22'47.7806''	+8º54'3.161''	3703.70						.00260	.0420			J182247.78+085403.1		BD+08 3666 			165702	18220167
123409	Oph		7.080	1.346	K1II-III	18h22'49.0694''	+7º12'24.290''	908.27						.00011	-.0003		90069	J182249.06+071224.2	169113	BD+07 3661 			165704	18220172
123411	Oph		10.620	.593		18h22'52.0745''	+8º34'36.404''	350.88	6.100		223			-.00030	-.0080			J182252.07+083436.4		BD+08 3667 		18229+0835	165707	18220251
123412	Oph		10.420	.642		18h22'53.7011''	+7º17'50.854''	61.05						.00021	.0012			J182253.70+071750.8		BD+07 3663 			165709	18220254
123414	Oph		8.550	1.368		18h22'56.6742''	+6º45'24.730''	303.03						.00080	-.0030			J182256.67+064524.7	169132	BD+06 3722 			165710	18220195
123415	Oph		9.760	1.077		18h22'59.7719''	+7º19'54.477''	374.53						-.00058	-.0100			J182259.77+071954.4		BD+07 3662 			165712	18220203
123416	Oph					18h23'5.3910''	+4º29'11.450''							-.00080	.0040			J182305.39+042911.4		BD+04 3723 			165715	18230207
123417	Oph		9.760	1.755		18h23'9.9873''	+4º28'8.053''	207.04						-.00030	-.0050			J182309.98+042808.0		BD+04 3724 			165718	18230212
123419	Oph		9.150	.460		18h23'27.9948''	+4º6'33.217''	1449.28						.00050	.0014			J182327.99+040633.2	169204	BD+04 3727 			165721	18230235
123421	Oph		9.520	.072		18h23'29.1640''	+7º4'58.757''	680.27						-.00020	.0040			J182329.16+070458.7	169249	BD+07 3665 			165723	18230095
123420	Oph		8.390	.800		18h23'31.3561''	+3º5'19.738''	271.00						-.00022	-.1165			J182331.35+030519.7	169205	BD+03 3695 			165724	18230101
123424	Oph		9.160	1.110		18h23'43.2596''	+8º28'52.696''	239.81	26.300		202			.00080	-.0320			J182343.25+082852.6	169308	BD+08 3670 		18237+0829	165730	18230248
123425	Oph		9.460	1.636		18h23'46.0723''	+6º49'42.655''	86.58						.00003	-.0001			J182346.07+064942.6		BD+06 3729 			165733	18230145
123427	Oph		9.810	.493		18h23'56.4934''	+4º29'43.700''	150.83						-.00014	-.0111			J182356.49+042943.7		BD+04 3729 			165737	18230178
123429	Oph		8.770	.953		18h23'59.9229''	+6º49'49.647''	292.40						.00003	-.0027			J182359.92+064949.6	169362	BD+06 3732 			165739	18230202
123431	Oph		8.480	.664		18h24'1.3277''	+8º39'15.948''	761.04						-.00164	-.0620		90172	J182401.32+083915.9	169390	BD+08 3673 			165740	18240002
123432	Oph		9.500	.260		18h24'11.5543''	+3º55'5.423''	223.71						.00006	-.0087			J182411.55+035505.4	169363	BD+03 3697 			165743	18240239
123434	Oph		8.900	.150		18h24'15.8004''	+3º38'27.918''	5376.34						-.00017	-.0083		90195	J182415.80+033827.9	169365	BD+03 3698 			165745	18240056
123435	Oph		9.480	.755		18h24'16.4274''	+3º46'32.925''	2222.22	19.200		298			.00072	.0187			J182416.42+034632.9	169364	BD+03 3699 		18243+0347	165746	18240058
123438	Oph		9.680	.230		18h24'25.5398''	+6º34'8.982''	340.14						.00001	.0011			J182425.53+063408.9		BD+06 3734 			165751	18240097
123437	Oph		9.190	1.277		18h24'25.5559''	+3º29'59.412''	200.80						.00019	-.0032			J182425.55+032959.4		BD+03 3700 			165750	18240096
123440	Oph		9.130	.525		18h24'40.6729''	+7º4'5.722''	96.90						.00045	.0025			J182440.67+070405.7		BD+06 3737 			165758	18240162
123441	Oph		9.010	1.088		18h24'40.9236''	+7º1'22.821''	258.40						-.00044	-.0034			J182440.92+070122.8		BD+06 3738 			165759	18240164
123443	Oph		7.970	.047	B9V	18h24'45.2362''	+7º13'52.511''	2415.46	3.200		347			.00008	.0007		90242	J182445.23+071352.5	169512	BD+07 3676 		18248+0714	165760	18240182
123446	Oph		8.990	1.736		18h24'53.6142''	+8º18'51.639''	151.52						.00023	-.0038			J182453.61+081851.6		BD+08 3680 			165765	18240205
123445	Oph		8.400	1.615		18h24'54.3258''	+7º1'35.830''	833.33						-.00010	.0020			J182454.32+070135.8	169553	BD+06 3739 			165766	18240209
123447	Oph		9.470	.509		18h24'54.8481''	+8º28'27.088''	340.14						.00077	-.0176			J182454.84+082827.0	169552	BD+08 3681 			165767	18240211
123452	Oph		9.750	.405		18h25'4.3443''	+8º14'19.945''	555.56						-.00009	-.0051			J182504.34+081419.9	169596	BD+08 3683 			165771	18250016
123451	Oph		9.130	.200		18h25'5.9900''	+6º47'4.791''	4166.67						.00006	-.0036			J182505.99+064704.7	169597	BD+06 3741 			165773	18250026
123449	Oph		7.550	1.100		18h25'6.6051''	+3º30'4.981''	809.06						-.00058	.0157		90269	J182506.60+033004.9	169554	BD+03 3705 			165775	18250033
123457	Oph		10.240	.946		18h25'14.5104''	+8º32'10.879''	336.70						.00121	-.0220			J182514.51+083210.8		BD+08 3684 			165777	18250052
123460	Oph		10.290	.356		18h25'34.5364''	+9º5'46.297''	79.18						-.00011	.0033			J182534.53+090546.2		BD+09 3702 			165785	18250259
123465	Oph		8.040	.436		18h25'50.1479''	+7º6'6.431''	377.07						-.00119	.0234		90330	J182550.14+070606.4	169721	BD+07 3683 			165794	18250191
123470	Oph		9.850	.279		18h25'54.8013''	+7º56'40.827''	336.70						.00012	.0037			J182554.80+075640.8		BD+07 3684 			165795	18250213
123474	Oph		7.840	.700		18h26'10.0879''	+8º46'39.272''	89.99	612.000		174			-.01313	-.4581		90355	J182610.08+084639.2	169822	BD+08 3689 		18262+0847	165810	18260050
123476	Oph		8.520	1.049		18h26'19.5076''	+8º28'17.554''	949.67						.00026	-.0059		90360	J182619.50+082817.5	169865	BD+08 3690 			165815	18260079
123477	Oph		9.670	.264		18h26'21.5635''	+6º57'21.885''	105.15						.00030	.0090			J182621.56+065721.8		BD+06 3751 			165816	18260083
123479	Oph		8.290	.760		18h26'21.9382''	+8º36'56.750''	126.74	612.400		164			-.01321	-.4689		90365	J182621.93+083656.7	169889	BD+08 3692 			165817	18260088
123478	Oph		9.370	1.001		18h26'22.1172''	+8º52'14.642''	258.40						.00035	-.0018			J182622.11+085214.6	169841	BD+08 3691 			165818	18260086
123480	Oph		8.310	1.070	G8IIIab	18h26'33.7558''	+6º31'34.922''	374.53	50.400		351			-.00050	-.0125			J182633.75+063134.9		BD+06 3756 		18266+0632	165826	18260136
123482	Oph		9.470	1.109		18h26'38.6194''	+8º5'30.130''	294.99						.00062	.0055			J182638.61+080530.1		BD+08 3694 			165830	18260157
123484	Oph		8.370	.544		18h26'40.5695''	+7º28'15.211''	1388.89						-.00125	-.0047			J182640.56+072815.2	169930	BD+07 3690 			165831	18260165
123485	Oph		9.530	.254		18h26'42.1703''	+8º0'10.476''	138.89	13.100		165			.00001	-.0055			J182642.17+080010.4	169929	BD+07 3691 			165833	18260173
123486	Oph		9.410	1.476		18h26'44.0463''	+8º47'6.681''	66.93						-.00019	-.0215			J182644.04+084706.6		BD+08 3695 			165834	18260179
123488	Oph		8.820	.660		18h26'46.9112''	+8º6'6.860''	452.28						-.00376	-.1046		90404	J182646.91+080606.8	169957	BD+08 3696 			165836	18260186
123491	Oph		8.860	1.584		18h26'51.7585''	+8º11'35.767''	250.63						.00016	.0052			J182651.75+081135.7	169983	BD+08 3697 			165838	18260201
123489	Oph		7.930	1.556	M7e	18h26'52.8370''	+3º54'49.213''	680.27						.00059	-.0042			J182652.83+035449.2	169931	BD+03 3713 			165839	18260207
123490	Oph		8.770	.220	A2V	18h26'52.8365''	+6º23'14.895''	11111.11						.00040	.0160			J182652.83+062314.8		BD+06 3761 			165840	18260208
123492	Oph		9.330	.334		18h26'53.2371''	+7º7'6.192''	3703.70						-.00003	.0027			J182653.23+070706.1	169984	BD+07 3693 			165842	18260210
123493	Oph		8.260	.240	A2.5V	18h26'54.1017''	+6º29'3.855''	444.44						-.00017	-.0022			J182654.10+062903.8	169958	BD+06 3763 			165843	18260218
123494	Oph		8.000	.090		18h27'1.7942''	+7º43'57.796''	2433.09						.00009	-.0030		90428	J182701.79+074357.7	170009	BD+07 3694 			165847	18270005
123496	Oph		8.210	.800	G0IIIa+A3	18h27'5.0902''	+6º32'14.186''	757.58						.00005	-.0029			J182705.09+063214.1	170010	BD+06 3769 			165851	18270023
123502	Oph		7.310	1.430	K2II	18h27'14.2805''	+7º0'32.745''	192.68						-.00003	-.0015			J182714.28+070032.7	170053	BD+06 3773 			165857	18270054
123501	Oph		8.180	.030	B6IV	18h27'14.6911''	+6º31'6.945''	788.02						-.00004	-.0016		90443	J182714.69+063106.9	170054	BD+06 3772 			165858	18270058
123506	Oph		9.290	.230		18h27'29.1089''	+6º35'20.561''	152.91						-.00080	.0070			J182729.10+063520.5	170094	BD+06 3778 			165865	18270096
123508	Oph		8.490	.282		18h27'33.4180''	+8º3'42.463''	387.60	13.000		342			.00033	-.0106			J182733.41+080342.4	170133	BD+07 3697 			165868	18270114
123509	Oph		8.440	.260	A5V	18h27'39.1108''	+6º31'55.755''	1216.55						.00004	-.0012		90472	J182739.11+063155.7	170135	BD+06 3782 			165873	18270136
123518	Oph		10.230	1.264		18h27'59.5614''	+8º30'21.119''	46.10						.00085	-.0136			J182759.56+083021.1		BD+08 3704 			165882	18270245
123517	Oph		8.660	1.090	G8IIb	18h28'0.1878''	+6º54'51.366''	1190.48						-.00050	.0070			J182800.18+065451.3	170231	BD+06 3791 			165883	18280001
123522	Oph		7.520	1.616		18h28'10.7891''	+7º57'14.648''	1282.05						.00067	.0045			J182810.78+075714.6	170270	BD+07 3702 			165889	18280049
123523	Oph		8.930	.240	A1.5Va	18h28'11.7642''	+7º21'19.162''	813.01						-.00025	-.0022			J182811.76+072119.1	170271	BD+07 3701 			165890	18280056
123527	Oph		8.420	1.371		18h28'15.5212''	+8º47'42.195''	268.82						.00014	-.0254			J182815.52+084742.1	170269	BD+08 3705 			165894	18280067
123526	Oph		8.950	1.020	G8III	18h28'17.6373''	+6º46'0.033''	246.91						-.00006	-.0018			J182817.63+064600.0		BD+06 3796 			165896	18280073
123525	Oph		7.920	.120		18h28'20.1167''	+3º57'56.937''	1550.39						.00029	.0007		90528	J182820.11+035756.9	170247	BD+03 3719 			165898	18280085
123532	Oph		10.010	.373		18h28'20.9539''	+7º12'11.621''	115.74						-.00022	-.0138			J182820.95+071211.6		BD+07 3704 			165899	18280087
123533	Oph		7.630	.490		18h28'22.0378''	+6º50'7.436''	218.72						.00137	.0555		90532	J182822.03+065007.4	170291	BD+06 3797 			165901	18280090
123535	Oph		8.780	1.050	G7IIIab	18h28'22.9745''	+6º42'29.285''	595.24						.00013	-.0009			J182822.97+064229.2	170292	BD+06 3798 			165904	18280097
123534	Oph		8.600	.330	A6IV	18h28'22.9884''	+6º24'50.012''	1904.76						-.00001	-.0001		90534	J182822.98+062450.0	170293	BD+06 3799 			165903	18280096
123529	Oph		7.890	.280		18h28'24.0598''	+3º46'47.391''	732.60						.00048	-.0037		90536	J182824.05+034647.3	170274	BD+03 3720 			165906	18280103
123537	Oph		9.370	.505		18h28'26.5820''	+8º50'37.600''	497.51						.00229	.0030			J182826.58+085037.6	170315	BD+08 3707 			165907	18280115
123540	Oph		9.440	.400		18h28'35.4736''	+3º42'45.995''	217.86						-.00004	-.0013			J182835.47+034245.9		BD+03 3721 			165915	18280165
123544	Oph		8.740	.270	A3V	18h28'38.9954''	+6º47'22.532''	229.89						-.00003	-.0011			J182838.99+064722.5	170346	BD+06 3804 			165916	18280173
123546	Oph		9.380	.479		18h28'54.1761''	+8º31'14.540''	1388.89						-.00126	.0025			J182854.17+083114.5	170411	BD+08 3708 			165921	18280231
123548	Oph		8.800	.404		18h28'59.5604''	+7º27'8.098''	952.38						-.00080	-.0004			J182859.56+072708.0	170412	BD+07 3707 			165923	18280249
123549	Oph		8.480	.245		18h29'3.5912''	+4º8'2.307''	3030.30	.400		124			.00002	-.0033			J182903.59+040802.3		BD+04 3760 		18291+0408	165924	18290012
123550	Oph		9.020	.260		18h29'5.5902''	+7º12'18.748''	124.38						.00005	-.0022			J182905.59+071218.7	170426	BD+07 3709 			165927	18290020
123555	Oph		8.610	.297		18h29'11.1251''	+8º54'43.969''	8333.33						.00119	-.0005			J182911.12+085443.9	170449	BD+08 3710 			165931	18290037
123554	Oph		10.230	1.037		18h29'11.8232''	+7º14'8.205''	208.33						.00015	-.0204			J182911.82+071408.2		BD+07 3710 			165932	18290040
123556	Oph		9.100	.080		18h29'19.7900''	+6º51'5.065''	456.62						.00011	-.0032			J182919.79+065105.0	170472	BD+06 3811 			165939	18290072
123559	Oph		7.770	.587		18h29'27.6461''	+7º21'35.067''	192.57	2.800		39			-.00232	.0420		90621	J182927.64+072135.0	170512	BD+07 3712 		18295+0722	165944	18290104
123560	Oph		9.210	.184		18h29'30.9889''	+8º12'58.883''	258.40						.00030	-.0074			J182930.98+081258.8	170511	BD+08 3712 			165946	18290118
123561	Oph		8.680	.960		18h29'31.9129''	+9º3'43.516''	89.56						.01276	.0729		90626	J182931.91+090343.5	170510	BD+08 3713 			165947	18290119
123563	Oph		8.150	.150		18h29'49.0045''	+6º45'46.930''	1010.10						.00033	-.0015			J182949.00+064546.9	170563	BD+06 3816 			165951	18290179
123568	Oph		9.550	1.148		18h29'54.4388''	+8º31'47.931''	108.93						.00017	-.0062			J182954.43+083147.9		BD+08 3716 			165955	18290203
103782	Oph		6.909	.342		18h29'57.1327''	+10º28'58.836''	225.07						-.00044	.0519		90665	J182957.13+102858.8	170598	BD+10 3532 			134809	18290216
123574	Oph		9.180	1.139		18h30'1.2763''	+9º4'39.177''	175.44						-.00112	.0000			J183001.27+090439.1		BD+08 3719 			165961	18300006
123573	Oph		8.930	.566		18h30'1.4608''	+8º57'17.796''	757.58						.00050	-.0230			J183001.46+085717.7	170600	BD+08 3718 			165962	18300007
123575	Oph		8.090	.970		18h30'8.1393''	+8º12'52.785''	184.16						.00044	-.0016			J183008.13+081252.7	170633	BD+08 3721 			165968	18300029
123578	Oph		8.670	.324		18h30'12.0815''	+8º51'18.115''	771.60						.00053	-.0111		90690	J183012.08+085118.1	170632	BD+08 3723 			165973	18300047
123579	Oph		10.580	.428		18h30'14.5575''	+8º30'48.886''	80.32						.00003	.0150			J183014.55+083048.8		BD+08 3724 			165974	18300229
123581	Oph		9.410	.200		18h30'25.0987''	+7º31'58.847''	1851.85						.00018	.0003			J183025.09+073158.8	170676	BD+07 3719 			165978	18300237
123584	Oph		8.830	.264		18h30'32.9409''	+4º16'26.603''		.200		268			-.00002	-.0053			J183032.94+041626.6		BD+04 3773 		18305+0416	165981	18300113
123586	Oph		8.660	1.139		18h30'41.7182''	+4º32'18.906''	512.82	100.300		5			-.00130	-.0030			J183041.71+043218.9		BD+04 3775 		18307+0431	165985	18300145
123589	Oph		8.700	.240		18h30'49.2655''	+7º55'6.086''	595.24						.00020	.0001			J183049.26+075506.0	170781	BD+07 3721 			165990	18300169
123587	Oph		7.830	.120		18h30'49.4903''	+3º9'16.392''	1243.78						-.00026	-.0062		90738	J183049.49+030916.3	170712	BD+03 3729 			165991	18300170
123591	Oph		7.590	1.650		18h30'54.5608''	+8º4'42.358''	1692.05						-.00044	-.0102		90741	J183054.56+080442.3	170780	BD+07 3724 			165996	18300189
123592	Oph		9.620	1.467		18h30'55.8856''	+7º15'32.087''	483.09						-.00012	-.0051			J183055.88+071532.0		BD+07 3723 			165998	18300192
123597	Oph		9.710	.196		18h31'6.1070''	+8º55'54.665''	641.03						.00015	-.0001			J183106.10+085554.6	170815	BD+08 3726 			166006	18310031
123598	Oph		9.380	.160		18h31'9.4360''	+6º25'12.809''	406.50						-.00012	-.0102			J183109.43+062512.8	170816	BD+06 3820 			166009	18310232
123600	Oph		9.020	.071		18h31'18.8751''	+8º57'46.901''	203.25						-.00016	-.0165			J183118.87+085746.9	170855	BD+08 3729 			166014	18310077
123601	Oph		9.360	.323		18h31'23.4967''	+7º59'26.217''	264.55						.00032	-.0049			J183123.49+075926.2	170880	BD+07 3728 			166015	18310246
123603	Oph		7.420	1.020		18h31'26.1667''	+8º1'38.159''	1709.40						.00008	-.0027		90805	J183126.16+080138.1	170899	BD+07 3729 			166017	18310105
123604	Oph		9.080	.491		18h31'41.8304''	+6º26'20.521''	6666.67						-.00010	-.0130			J183141.83+062620.5	170918	BD+06 3827 			166028	18310168
123606	Oph		7.380	.150		18h31'43.0524''	+7º13'54.300''	1199.04						-.00026	-.0020		90826	J183143.05+071354.3	170935	BD+07 3730 			166030	18310171
123608	Oph		8.820	1.697		18h31'51.6402''	+9º0'51.525''	124.38						.00080	.0064			J183151.64+090051.5	170953	BD+08 3732 			166032	18310199
123609	Oph		7.500	.439	F5V	18h32'1.7311''	+6º46'48.344''	310.08	.600		203			-.00195	-.0879		90851	J183201.73+064648.3	170987	BD+06 3829 		18320+0647	166036	18320005
123611	Oph		9.720	.969		18h32'4.1345''	+7º26'34.726''	1754.39						.00025	.0004			J183204.13+072634.7		BD+07 3733 			166037	18320014
123612	Oph		8.310	.644		18h32'15.4916''	+6º56'44.735''	366.30						-.00315	-.0099			J183215.49+065644.7	171028	BD+06 3833 			166041	18320059
123618	Oph		9.960	.858		18h32'33.6848''	+8º17'14.495''	64.23						-.00067	-.0114			J183233.68+081714.4		BD+08 3737 			166047	18320119
123621	Oph		8.880	1.813		18h32'43.5504''	+6º56'21.508''	191.57						.00060	.0090			J183243.55+065621.5		BD+06 3835 			166052	18320143
123623	Oph		8.260	.986		18h32'50.0666''	+7º26'13.698''	632.51						-.00082	-.0198		90924	J183250.06+072613.6	171145	BD+07 3736 			166056	18320170
123626	Oph		9.700	.218		18h33'5.8032''	+7º29'25.521''	1111.11						-.00015	-.0111			J183305.80+072925.5	171193	BD+07 3738 			166067	18330221
